compound_id,canonical_smiles,measured_solubility_logs,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,heavy_atom_count,num_aromatic_rings,num_aliphatic_rings,num_heteroatoms,fraction_csp3,molar_refractivity,ro5_violations,ro5_compliant
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,240.698,1.6709,86.52,2,6,4,1,16,1,0,7,0.5556,62.3154,0,True
Triphenylene,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.726,228.294,5.1462,0.0,0,0,0,4,18,4,0,0,0.0,78.96,1,True
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,266.34,4.6046,40.46,2,2,3,2,20,2,0,2,0.1111,83.5156,0,True
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,390.564,6.433,52.6,0,4,14,1,28,1,0,4,0.6667,113.619,1,True
2-Ethyl pyridine,CCc1ccccn1,0.51,107.156,1.644,12.89,0,1,1,1,8,1,0,1,0.2857,33.615,0,True
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,380.784,3.6512,44.76,0,4,5,0,13,0,0,9,1.0,58.7885,0,True
Biphenyl,c1ccc(-c2ccccc2)cc1,-4.345,154.212,3.3536,0.0,0,0,1,2,12,2,0,0,0.0,51.878,0,True
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364,210.285,0.0696,48.39,0,6,3,1,15,1,0,6,0.6667,62.808,0,True
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,-0.92,116.204,1.8034,20.23,1,1,2,0,8,0,0,1,1.0,35.7528,0,True
Cycloheptyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-3.168,210.233,0.693,75.27,2,3,0,2,15,0,2,5,0.7,51.8164,0,True
Fructose,OCC1OC(O)(CO)C(O)C1O,0.64,180.156,-3.2198,110.38,5,6,2,1,12,0,1,6,1.0,36.008,0,True
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,-1.4,122.167,2.009,20.23,1,1,0,1,9,1,0,1,0.25,37.5808,0,True
Barban,O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,258.104,3.1307,38.33,1,2,2,1,16,1,0,5,0.1818,64.9187,0,True
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,-2.843,169.611,2.2984,29.1,1,1,1,1,11,1,0,3,0.125,45.7557,0,True
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,395.327,7.9274,0.0,0,0,1,2,19,2,0,7,0.0,86.948,1,True
"2,2-Dimethylbutane",CCC(C)(C)C,-3.55,86.178,2.4425,0.0,0,0,0,0,6,0,0,0,1.0,29.746,0,True
N-Methylaniline ,CNc1ccccc1,-1.28,107.156,1.7283,12.03,1,1,1,1,8,1,0,1,0.1429,35.9887,0,True
"1,4-Pentadiene ",C=CCC=C,-2.09,68.119,1.7485,0.0,0,0,2,0,5,0,0,0,0.2,25.011,0,True
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,404.503,2.3524,100.9,2,6,3,4,29,0,4,6,0.7826,104.6896,0,True
DNOC,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.456,198.134,1.517,106.51,1,5,2,1,14,1,0,7,0.1429,46.1526,0,True
Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.604,321.163,3.1013,61.69,2,3,1,3,21,2,1,6,0.0667,83.1795,0,True
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,128.558,2.0456,20.23,1,1,0,1,8,1,0,2,0.0,33.1168,0,True
m-Chlorobromobenzene,Clc1cccc(Br)c1,-3.21,191.455,3.1025,0.0,0,0,0,1,8,1,0,2,0.0,39.152,0,True
chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05,295.729,-0.0609,118.69,2,5,1,2,17,1,1,10,0.0,61.2987,0,True
5-Methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O,-1.228,170.168,-0.2313,75.27,2,3,1,1,12,0,1,5,0.5714,40.0794,0,True
2-Phenoxyethanol,OCCOc1ccccc1,-0.7,138.166,1.0577,29.46,1,2,3,1,10,1,0,2,0.25,39.0228,0,True
Diphenylmethane,c1ccc(Cc2ccccc2)cc1,-4.08,168.239,3.2774,0.0,0,0,2,2,13,2,0,0,0.0769,55.69,0,True
3-Octanol,CCCCCC(O)CC,-1.98,130.231,2.3376,20.23,1,1,5,0,9,0,0,1,1.0,40.4398,0,True
Flumetralin,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,421.734,5.3408,89.52,0,5,6,2,28,2,0,12,0.25,92.8868,1,True
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,229.715,2.1656,62.73,2,5,4,1,15,1,0,6,0.6667,62.3544,0,True
2-Methylpentanol,CCCC(C)CO,-1.11,102.177,1.4149,20.23,1,1,3,0,7,0,0,1,1.0,31.1578,0,True
2-Methyl-2-hexanol,CCCCC(C)(C)O,-1.08,116.204,1.9475,20.23,1,1,3,0,8,0,0,1,1.0,35.8228,0,True
Ethylbenzene,CCc1ccccc1,-2.77,106.168,2.249,0.0,0,0,1,1,8,1,0,0,0.25,35.82,0,True
5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,224.26,1.1051,75.27,2,3,3,1,16,0,1,5,0.5455,58.4534,0,True
Heptachlor,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317,373.321,5.2415,0.0,0,0,0,3,17,0,3,7,0.6,76.098,1,True
butallylonal,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.647,303.156,1.6836,75.27,2,3,4,1,17,0,1,6,0.5455,66.2534,0,True
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,349.43,5.269,59.32,0,4,5,3,26,2,1,4,0.3636,98.456,1,True
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,310.478,5.062,35.53,0,3,10,0,22,0,0,3,0.7368,92.845,1,True
Ethyl propionate,CCOC(=O)CC,-0.66,102.133,0.9595,26.3,0,2,2,0,7,0,0,2,0.8,26.924,0,True
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,241.364,2.2341,62.73,2,6,5,1,16,1,0,6,0.7,69.1254,0,True
Buturon,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,236.702,2.8254,32.34,1,1,2,1,16,1,0,4,0.25,66.5287,0,True
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,-4.72,156.228,3.4566,0.0,0,0,0,2,12,2,0,0,0.1667,53.422,0,True
"2,4',5-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,257.547,5.3138,0.0,0,0,1,2,15,2,0,3,0.0,66.908,1,True
"2,3',4,4',5-PCB",Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.39,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
2-cyanoguanidine,N#CN=C(N)N,-0.31,84.082,-1.2591,88.19,2,2,0,0,6,0,0,4,0.0,21.4228,0,True
Chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,164.375,1.5908,43.14,0,2,0,0,7,0,0,6,1.0,27.2844,0,True
"2,6-PCB",Clc1cccc(Cl)c1-c1ccccc1,-5.21,223.102,4.6604,0.0,0,0,1,2,14,2,0,2,0.0,61.898,0,True
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,-1.49,136.15,1.5077,26.3,0,2,2,1,10,1,0,2,0.125,38.3815,0,True
4-Nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.692,180.163,1.5532,72.24,1,3,2,1,13,1,0,5,0.125,47.4001,0,True
Ethyl heptanoate,CCCCCCC(=O)OCC,-2.74,158.241,2.5199,26.3,0,2,6,0,11,0,0,2,0.8889,45.392,0,True
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,-1.03,151.165,1.3506,49.33,2,2,1,1,11,1,0,3,0.125,42.4105,0,True
indazole,c1ccc2[nH]ncc2c1,-2.16,118.139,1.5629,28.68,1,1,0,2,9,2,0,2,0.0,36.0937,0,True
triamcinolone acetonide,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,434.504,2.4188,93.06,2,6,2,5,31,0,5,7,0.75,108.5986,0,True
guanine,Nc1nc2[nH]cnc2c(=O)[nH]1,-3.583,151.129,-0.7716,100.45,3,4,0,2,11,2,0,6,0.0,38.9218,0,True
Methyl acetate,COC(C)=O,0.46,74.079,0.1793,26.3,0,2,0,0,5,0,0,2,0.6667,17.69,0,True
Stanolone,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,290.447,3.9591,37.3,1,2,0,4,21,0,4,2,0.9474,82.7408,0,True
1-Hexene-3-ol,C=CC(O)CCC,-0.59,100.161,1.3334,20.23,1,1,3,0,7,0,0,1,0.6667,31.1118,0,True
norbormide,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,511.581,4.2894,92.18,2,5,5,7,39,4,3,6,0.1515,145.5715,1,True
Dibutyl ether ,CCCCOCCCC,-1.85,130.231,2.6032,9.23,0,1,6,0,9,0,0,1,1.0,40.635,0,True
1-Dodecanol,CCCCCCCCCCCCO,-4.8,186.339,3.8996,20.23,1,1,10,0,13,0,0,1,1.0,58.9298,0,True
RTI 6,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,313.361,1.6288,81.59,2,6,4,3,23,2,1,7,0.3125,89.463,0,True
2-Methyl-2-pentanol,CCCC(C)(C)O,-0.49,102.177,1.5574,20.23,1,1,2,0,7,0,0,1,1.0,31.2058,0,True
Flucytosine,Nc1nc(=O)[nH]cc1F,-0.972,129.094,-0.5088,71.77,2,3,0,1,9,1,0,5,0.0,29.2281,0,True
stadacaine,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,293.407,3.8884,38.77,0,4,9,1,21,1,0,4,0.5882,86.3625,0,True
2-Methyl-2-heptanol,CCCCCC(C)(C)O,-1.72,130.231,2.3376,20.23,1,1,4,0,9,0,0,1,1.0,40.4398,0,True
Hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,162.276,3.5371,0.0,0,0,0,1,12,1,0,0,0.5,54.864,0,True
Thymol,Cc1ccc(C(C)C)c(O)c1,-2.22,150.221,2.824,20.23,1,1,1,1,11,1,0,1,0.4,46.9328,0,True
Pteridine,c1cnc2ncncc2n1,0.02,132.126,0.4198,51.56,0,4,0,2,10,2,0,4,0.0,35.128,0,True
Parathion,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,291.265,3.2711,70.83,0,6,7,1,18,1,0,8,0.4,71.2614,0,True
Methane,C,-0.9,16.043,0.6361,0.0,0,0,0,0,1,0,0,0,1.0,6.731,0,True
indoline,c1ccc2c(c1)CCN2,-1.04,119.167,1.6546,12.03,1,1,0,2,9,1,1,1,0.25,38.6357,0,True
1-Nitronapthalene,O=[N+]([O-])c1cccc2ccccc12,-3.54,173.171,2.748,43.14,0,2,1,2,13,2,0,3,0.0,50.6024,0,True
3-Methyl-2-pentanone,CCC(C)C(C)=O,-0.67,100.161,1.6215,17.07,0,1,2,0,7,0,0,1,0.8333,30.136,0,True
isoguanine,Nc1nc(O)nc2nc[nH]c12,-3.401,151.129,-0.3593,100.71,3,5,0,2,11,2,0,6,0.0,37.7609,0,True
bromadiolone,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,527.414,7.1837,70.67,2,4,6,5,35,5,0,5,0.1,141.5886,2,False
Nitromethane,C[N+](=O)[O-],0.26,61.04,-0.1071,43.14,0,2,0,0,4,0,0,3,1.0,12.9184,0,True
Triallate,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,304.67,4.8439,20.31,0,2,4,0,16,0,0,6,0.7,74.55,0,True
"1,5-Hexadiene ",C=CCCC=C,-2.68,82.146,2.1386,0.0,0,0,3,0,6,0,0,0,0.3333,29.628,0,True
Indole,c1ccc2[nH]ccc2c1,-1.52,117.151,2.1679,15.79,1,0,0,2,9,2,0,1,0.0,38.2987,0,True
Androstenedione,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,286.415,4.0874,34.14,0,2,0,4,21,0,4,2,0.7895,81.717,0,True
1-Hexene,C=CCCCC,-3.23,84.162,2.3626,0.0,0,0,3,0,6,0,0,0,0.6667,29.722,0,True
Xipamide,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,354.815,2.5621,109.49,3,4,3,2,23,2,0,8,0.1333,88.3592,0,True
Ethylcyclohexane,CCC1CCCCC1,-4.25,112.216,2.9767,0.0,0,0,1,1,8,0,1,0,1.0,36.866,0,True
2-Nonanone,CCCCCCCC(C)=O,-2.58,142.242,2.9359,17.07,0,1,6,0,10,0,0,1,0.8889,44.057,0,True
Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,295.298,2.9722,84.08,2,4,3,3,22,3,0,6,0.0625,81.9959,0,True
Chloropham,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,213.664,3.2969,38.33,1,2,2,1,14,1,0,4,0.3,56.6917,0,True
RTI 12,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,288.738,2.878,49.33,0,4,1,3,20,2,1,6,0.2143,78.8975,0,True
Carbaryl,CNC(=O)Oc1cccc2ccccc12,-3.224,201.225,2.558,38.33,1,2,1,2,15,2,0,3,0.0833,59.0317,0,True
Ethyne,C#C,0.29,26.038,0.2494,0.0,0,0,0,0,2,0,0,0,0.0,9.89,0,True
"3,5-Dimethylpyridine",Cc1cncc(C)c1,0.38,107.156,1.6984,12.89,0,1,0,1,8,1,0,1,0.2857,33.711,0,True
"1,4-Cyclohexadiene",C1=CCC=CC1,-2.06,80.13,1.8926,0.0,0,0,0,1,6,0,1,0,0.3333,27.514,0,True
Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,329.38,2.632,65.07,0,7,8,0,19,0,0,9,0.8,79.787,0,True
1-Phenylethanol,CC(O)c1ccccc1,-0.92,122.167,1.7399,20.23,1,1,1,1,9,1,0,1,0.25,37.0758,0,True
"1,2-Dichloropropane",CC(Cl)CCl,-1.6,112.987,1.8525,0.0,0,0,1,0,5,0,0,2,1.0,26.035,0,True
2-Ethyl-2-hexanal,CCCC=C(C=O)CC,-2.46,126.199,2.3218,17.07,0,1,4,0,9,0,0,1,0.625,39.346,0,True
Disulfoton,CCOP(=S)(OCC)SCCSCC,-4.23,274.413,3.7702,18.46,0,5,9,0,14,0,0,6,1.0,72.994,0,True
methyltestosterone acetate,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,344.495,4.8401,43.37,0,3,1,4,25,0,4,3,0.8182,96.881,0,True
"2,4,6-PCB",Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,257.547,5.3138,0.0,0,0,1,2,15,2,0,3,0.0,66.908,1,True
difluron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,310.687,3.5801,58.2,2,2,2,2,21,2,0,7,0.0,74.2949,0,True
Triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,289.545,5.1447,29.46,1,2,2,2,17,2,0,5,0.0,69.6528,1,True
diisooctyl phthalate,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,390.564,6.433,52.6,0,4,14,1,28,1,0,4,0.6667,113.619,1,True
Corticosterone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,346.467,2.6667,74.6,2,4,2,4,25,0,4,4,0.8095,93.6826,0,True
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,-3.4,120.195,2.6119,0.0,0,0,0,1,9,1,0,0,0.3333,40.653,0,True
dioctyl phthalate,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,390.564,6.7212,52.6,0,4,16,1,28,1,0,4,0.6667,113.759,1,True
1-Pentadecanol,CCCCCCCCCCCCCCCO,-6.35,228.42,5.0699,20.23,1,1,13,0,16,0,0,1,1.0,72.7808,1,True
"2,2',6,6'-PCB",Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,291.992,5.9672,0.0,0,0,1,2,16,2,0,4,0.0,71.918,1,True
"5,5-Dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O,-1.742,156.141,-0.6214,75.27,2,3,0,1,11,0,1,5,0.5,35.4624,0,True
2-Iodopropane,CC(C)I,-2.09,169.993,1.8298,0.0,0,0,0,0,4,0,0,1,1.0,29.156,0,True
"1,2-Dinitrobenzene",O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,168.108,1.503,86.28,0,4,2,1,12,1,0,6,0.0,39.7508,0,True
3-Methyl-2-butanone,CC(=O)C(C)C,-0.12,86.134,1.2314,17.07,0,1,1,0,6,0,0,1,0.8,25.519,0,True
Hexadecane,CCCCCCCCCCCCCCCC,-8.4,226.448,6.4876,0.0,0,0,13,0,16,0,0,0,1.0,75.986,1,True
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,-1.74,154.253,2.7441,9.23,0,1,0,3,11,0,3,1,1.0,45.527,0,True
Tricyclazole,Cc1cccc2sc3nncn3c12,-2.07,189.243,2.2524,30.19,0,3,0,3,13,3,0,4,0.1111,53.107,0,True
2-Octanone,CCCCCCC(C)=O,-2.05,128.215,2.5458,17.07,0,1,5,0,9,0,0,1,0.875,39.44,0,True
Methyl nonanoate,CCCCCCCCC(=O)OC,-3.38,172.268,2.91,26.3,0,2,7,0,12,0,0,2,0.9,50.009,0,True
"1,4-Difluorobenzene",Fc1ccc(F)cc1,-1.97,114.094,1.9648,0.0,0,0,0,1,8,1,0,2,0.0,26.358,0,True
Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,258.233,0.0878,83.55,1,4,1,3,19,1,2,6,0.2308,63.1137,0,True
Trifluralin,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,335.282,4.1482,89.52,0,5,7,1,23,1,0,10,0.5385,77.5478,0,True
Ethanol,CCO,1.1,46.069,-0.0014,20.23,1,1,0,0,3,0,0,1,1.0,12.7598,0,True
Cyclopentyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.349,182.179,-0.0872,75.27,2,3,0,2,13,0,2,5,0.625,42.5824,0,True
Carbetamide,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,236.271,1.7597,67.43,2,3,4,1,17,1,0,5,0.3333,64.6914,0,True
phenothrin,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,350.458,5.7605,35.53,0,3,6,3,26,2,1,3,0.3478,102.946,1,True
Cycluron,CN(C)C(=O)NC1CCCCCCC1,-2.218,198.31,2.3705,32.34,1,1,1,1,14,0,1,3,0.9091,58.3257,0,True
Mirex,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,545.546,6.223,0.0,0,0,0,6,22,0,6,12,1.0,97.546,2,False
1-Bromooctane,CCCCCCCCBr,-5.06,193.128,3.7418,0.0,0,0,6,0,9,0,0,1,1.0,47.17,0,True
Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,290.323,2.5724,85.25,2,4,4,2,21,2,0,7,0.3571,79.4654,0,True
aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,231.299,1.5504,30.17,0,2,2,2,17,2,0,4,0.3077,70.074,0,True
3-Pentanol,CCC(O)CC,-0.24,88.15,1.1673,20.23,1,1,2,0,6,0,0,1,1.0,26.5888,0,True
p-Nitrotoluene,Cc1ccc([N+](=O)[O-])cc1,-2.49,137.138,1.9032,43.14,0,2,1,1,10,1,0,3,0.1429,37.8334,0,True
4-Methylpentanol,CC(C)CCCO,-1.14,102.177,1.4149,20.23,1,1,3,0,7,0,0,1,1.0,31.1578,0,True
Norethisterone,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,314.425,2.6074,57.53,2,3,0,4,23,0,4,3,0.75,87.3356,0,True
bromopropylate,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,428.12,4.3991,46.53,1,3,4,2,22,2,0,5,0.2353,92.5108,0,True
Pyrazon,Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,221.647,1.4681,60.91,1,3,1,2,15,2,0,5,0.0,59.2564,0,True
2-Methylbutan-2-ol,CCC(C)(C)O,0.15,88.15,1.1673,20.23,1,1,1,0,6,0,0,1,1.0,26.5888,0,True
p-Cresol,Cc1ccc(O)cc1,-0.73,108.14,1.7006,20.23,1,1,0,1,8,1,0,1,0.1429,32.8438,0,True
Ethyl formate,CCOC=O,0.15,74.079,0.1793,26.3,0,2,2,0,5,0,0,2,0.6667,17.69,0,True
"N,N-Dimethylaniline",CN(C)c1ccccc1,-1.92,121.183,1.7526,3.24,0,1,1,1,9,1,0,1,0.25,40.769,0,True
Decalin,C1CCC2CCCCC2C1,-5.19,138.254,3.3668,0.0,0,0,0,2,10,0,2,0,1.0,43.916,0,True
Butanethiol ,CCCCS,-2.18,90.191,1.7163,0.0,1,1,2,0,5,0,0,1,1.0,28.761,0,True
Benzo(e)pyrene,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,252.316,5.7372,0.0,0,0,0,5,20,5,0,0,0.0,87.652,1,True
Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,-2.54,165.834,3.0682,0.0,0,0,0,0,6,0,0,4,0.0,30.438,0,True
3-Pentanone,CCC(=O)CC,-0.28,86.134,1.3755,17.07,0,1,2,0,6,0,0,1,0.8,25.589,0,True
Acrylonitrile,C=CC#N,0.15,53.064,0.696,23.79,0,1,0,0,4,0,0,1,0.0,15.81,0,True
Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,410.457,1.8437,94.83,3,5,2,4,29,0,4,7,0.7273,100.2234,0,True
2-Hexanone,CCCCC(C)=O,-0.8,100.161,1.7656,17.07,0,1,3,0,7,0,0,1,0.8333,30.206,0,True
Terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,225.296,1.5224,71.96,2,6,4,1,16,1,0,6,0.7,63.9184,0,True
3-Methylheptane,CCCCC(C)CC,-5.16,114.232,3.2227,0.0,0,0,4,0,8,0,0,0,1.0,38.98,0,True
"1,2-Dibromoethane",BrCCBr,-1.68,187.862,1.7762,0.0,0,0,1,0,4,0,0,2,1.0,27.588,0,True
Isoprocarb,CNC(=O)Oc1ccccc1C(C)C,-2.863,193.246,2.5282,38.33,1,2,2,1,14,1,0,3,0.3636,55.6147,0,True
Niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,214.206,0.5809,88.37,1,5,2,2,14,1,1,8,0.3333,49.5131,0,True
Benzo(a)fluorene,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,216.283,4.411,0.0,0,0,0,4,17,3,1,0,0.0588,72.19,0,True
2-Chloroanisole,COc1ccccc1Cl,-2.46,142.585,2.3486,9.23,0,1,1,1,9,1,0,2,0.1429,38.004,0,True
Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,366.0,4.652,27.69,0,4,4,1,16,1,0,8,0.25,73.093,0,True
Quinonamid,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,332.57,2.826,63.24,1,3,3,2,20,1,1,7,0.1538,76.2357,0,True
"P,P'-DDD",Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2,320.046,5.929,0.0,0,0,3,2,18,2,0,4,0.1429,80.241,1,True
Methyl acrylate,C=CC(=O)OC,-0.22,86.09,0.3454,26.3,0,2,1,0,6,0,0,2,0.25,22.213,0,True
Chloroxuron,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,290.75,4.2258,41.57,1,2,3,2,20,2,0,5,0.1333,80.6737,0,True
Azobenzene,c1ccc(N=Nc2ccccc2)cc1,-4.45,182.226,4.102,24.72,0,2,2,2,14,2,0,2,0.0,57.06,0,True
4-Isopropyltoluene,Cc1ccc(C(C)C)cc1,-3.77,134.222,3.1184,0.0,0,0,1,1,10,1,0,0,0.4,45.268,0,True
"2,6-Dichlorophenol",Oc1c(Cl)cccc1Cl,-1.79,163.003,2.699,20.23,1,1,0,1,9,1,0,3,0.0,38.1268,0,True
Sucrose,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,342.297,-5.3956,189.53,8,11,5,2,23,0,2,11,1.0,68.6414,2,False
d-inositol,OC1C(O)C(O)C(O)C(O)C1O,0.35,180.156,-3.8346,121.38,6,6,0,1,12,0,1,6,1.0,36.0408,1,True
Dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,254.246,-2.2131,102.28,2,5,3,2,18,2,0,8,0.5,63.3076,0,True
Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,323.132,0.909,112.7,3,5,6,1,20,1,0,9,0.3636,72.5667,0,True
3-Ethyl-3-pentanol,CCC(O)(CC)CC,-0.85,116.204,1.9475,20.23,1,1,3,0,8,0,0,1,1.0,35.8228,0,True
Epitostanol,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,306.515,4.4839,20.23,1,2,0,5,21,0,5,2,1.0,88.2838,0,True
"1,2-Dibromobenzene",Brc1ccccc1Br,-3.5,235.906,3.2116,0.0,0,0,0,1,8,1,0,2,0.0,41.842,0,True
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,-2.34,197.448,3.3524,20.23,1,1,0,1,10,1,0,4,0.0,43.1368,0,True
oryzalin,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,346.365,1.7768,149.68,1,7,8,1,23,1,0,11,0.5,83.919,0,True
RTI 20,O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,255.292,3.2071,20.31,0,1,2,3,19,2,1,3,0.1875,73.3415,0,True
