compound_id,canonical_smiles,heavy_atom_count,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,polarizability_bohr3,heat_capacity_cv
QM9_00991,Nc1ccnc(=O)[nH]1,8,-5.9566,-0.898,5.0559,7.6746,64.84,25.395
QM9_00992,CCc1oc(N)nc1N,9,-4.7429,1.1075,5.8504,0.7342,77.11,34.522
QM9_00993,CC(CC#N)NCC=O,9,-6.7212,-0.8299,5.8913,2.081,77.14,35.484
QM9_00994,CC1CC2CC2C12CO2,9,-6.8981,2.0136,8.9117,1.6735,81.14,32.745
QM9_00995,CCC12COC3C1NC32,9,-6.411,2.1007,8.5117,0.2564,77.94,30.574
QM9_00996,C#CC12CC1OC2C#N,9,-6.9988,-0.3157,6.6831,4.0874,73.61,29.524
QM9_00997,CC1N(C)C2CC12O,8,-5.3879,2.0463,7.4342,2.0202,71.35,32.343
QM9_00998,COCC(C#N)C(N)=O,9,-7.2192,0.2095,7.4287,1.3041,70.55,34.681
QM9_00999,O=C1C=C2CC3C2N13,8,-6.5416,-2.4354,4.1035,4.4735,65.64,22.63
QM9_01000,CCC1CC1(C)CC#N,9,-7.641,0.9197,8.5607,4.1396,87.37,37.791
QM9_01001,CN=c1nccc(N)o1,9,-5.4668,-0.9742,4.4926,5.0684,82.29,31.39
QM9_01002,CCCc1cc(C)co1,9,-5.6219,0.7728,6.3947,0.5769,87.6,35.073
QM9_01003,CC1N2C3C=CC2C13C,9,-5.7226,-0.0898,5.6328,1.8364,82.96,32.027
QM9_01004,CCC1COCC1C,8,-6.675,2.0953,8.7702,1.5852,77.27,32.854
QM9_01005,C1CC12C1OC1C21CO1,9,-6.879,1.9102,8.7893,0.7319,72.2,29.467
QM9_01006,CC1Cn2cccc21,8,-5.3144,1.4694,6.7838,2.043,75.97,26.739
QM9_01007,CCOc1cc(N)no1,9,-5.8858,0.7919,6.6777,2.1384,73.71,32.31
QM9_01008,CCC1=NCC(=O)CO1,9,-6.3838,-0.8708,5.513,1.9415,74.22,31.976
QM9_01009,C1CC2C3CCC1C23,8,-7.0233,2.1687,9.1947,0.1607,76.02,26.168
QM9_01010,OCC12CCC(C1)O2,8,-6.7838,1.9592,8.743,2.1034,66.6,28.0
QM9_01011,C#CC1OC1C(=O)CO,9,-7.4097,-1.3361,6.0736,2.9238,69.16,32.265
QM9_01012,C#CC1CC2(CN2)C1=O,9,-6.6178,-1.0558,5.562,2.0011,78.42,31.33
QM9_01013,CC1(C)N(C=O)C1(C)C,9,-6.6096,0.3075,6.9171,3.7383,84.63,39.678
QM9_01014,CC12OC1C1C3OC1C32,9,-6.4437,1.8041,8.2478,2.1927,70.01,27.706
QM9_01015,O=C1C2CC2CC2CN12,9,-6.5008,0.0463,6.5471,3.763,75.29,28.633
QM9_01016,C#CC(CC)OC,7,-7.1403,1.0612,8.2015,0.8236,66.75,30.661
QM9_01017,COC1C(=O)C2NC21,8,-6.1008,-0.7102,5.3906,3.1268,62.28,27.091
QM9_01018,O=CN1CC2CC1CO2,9,-6.5715,0.7837,7.3552,3.7958,72.77,27.926
QM9_01019,CC1=CC(=O)C(C)(C)C1,9,-6.2205,-1.0068,5.2164,3.8885,86.47,36.18
QM9_01020,C#Cc1cncc(N)n1,9,-6.1035,-1.4422,4.6613,2.0878,84.26,29.36
QM9_01021,O=C1CCOC2CC2N1,9,-6.5688,0.7592,7.328,3.6261,72.39,29.787
QM9_01022,CCCOCC#CC=O,9,-7.2763,-1.6762,5.6001,4.039,86.24,35.861
QM9_01023,COC1C2C3CC1(C)C32,9,-6.4763,2.5225,8.9988,1.0815,82.6,33.337
QM9_01024,C#CC#CC(O)C(C)=O,9,-6.7838,-1.249,5.5348,2.8857,84.08,34.61
QM9_01025,CC12NC1C1COCC12,9,-5.9021,1.9592,7.8614,3.2777,77.8,30.654
QM9_01026,CNc1ncc(=O)[nH]n1,9,-5.747,-1.9837,3.7633,3.7801,73.76,29.432
QM9_01027,OC1(c2conn2)CC1,9,-6.9008,-1.0857,5.8151,3.1036,67.46,28.885
QM9_01028,N#CCCC12CC(C1)C2,9,-8.2614,1.0476,9.309,4.146,84.54,31.758
QM9_01029,C#CCn1nn[nH]c1=O,9,-6.9797,-0.8,6.1824,0.2781,65.1,28.16
QM9_01030,COC1C2C3CC3C12O,9,-5.6409,2.098,7.7389,0.7468,75.47,33.385
QM9_01031,CC1(C)CC(N2CC2)C1,9,-6.2178,2.2368,8.4546,0.9825,91.01,37.442
QM9_01032,N=C1OCC1(N)C1CO1,9,-6.8165,0.3891,7.2056,1.787,69.37,31.371
QM9_01033,N#CC12C3CCN1C2C3,9,-7.1892,0.332,7.5212,4.9668,76.92,27.521
QM9_01034,C1=NC2(C3CN3)CC2O1,9,-6.6096,0.4463,7.0559,1.2335,71.68,28.187
QM9_01035,CC1CNC1(C)C#N,8,-6.7566,0.6857,7.4423,3.1608,72.1,31.336
QM9_01036,CC1=C2CC3C2C3(O)C1,9,-5.494,-0.6558,4.8409,1.8342,83.27,32.188
QM9_01037,CC12OC3CC1N1C3C12,9,-6.4056,2.4327,8.8383,0.4936,72.46,26.971
QM9_01038,Cn1ncc(N2CC2)n1,9,-5.8913,0.1252,6.0164,1.4562,77.32,29.147
QM9_01039,CCC1OC2C=CC1C2,9,-6.3702,0.2476,6.6178,1.3915,82.0,31.533
QM9_01040,CCN=c1cconn1,9,-6.4627,-0.9932,5.4668,3.9018,79.36,36.339
QM9_01041,CN1CC(CO)=CC1=O,9,-6.3076,-0.5524,5.7552,5.6755,76.94,32.978
QM9_01042,CC1(O)C(=O)C2NC21,8,-6.4273,-0.6395,5.7851,2.4571,61.55,28.743
QM9_01043,CC#CC1CC1C1CC1,9,-6.0817,1.551,7.6328,0.172,93.46,35.901
QM9_01044,CC1N2CC2CC1(C)O,9,-6.1171,1.8912,8.011,2.5052,80.56,36.104
QM9_01045,C#CCN1CC1CC,8,-6.1661,1.0694,7.2328,1.0241,77.16,33.077
QM9_01046,N=C1OCCC2CCC12,9,-6.743,0.7864,7.5294,3.1963,79.42,30.339
QM9_01047,CCC(O)C(O)C(C)C,9,-6.7648,1.7524,8.5172,0.1716,85.28,43.442
QM9_01048,CC1=CCCC12CC2O,9,-5.7171,0.966,6.6831,1.46,85.86,34.94
QM9_01049,C1=CC23COC1C2OC3,9,-6.7784,0.0408,6.8192,1.5086,71.37,26.42
QM9_01050,O=C1CC23OC4C2NC143,9,-6.3212,-1.5755,4.7457,2.7344,66.22,26.16
QM9_01051,CC1C2CC1(C#N)C2C,9,-8.1226,0.7184,8.841,4.2387,84.99,33.679
QM9_01052,CC1(C2CC2)CC(=O)C1,9,-6.4464,-0.4381,6.0083,2.9393,82.87,35.051
QM9_01053,c1cnc2c(c1)COC2,9,-6.5117,-0.8408,5.6709,2.4484,77.56,25.698
QM9_01054,CC1C2CC1C2=O,7,-6.4926,0.3429,6.8328,3.1388,61.45,23.78
QM9_01055,COC1(C#N)CCOC1,9,-7.1267,0.4054,7.5321,2.1333,72.32,32.32
QM9_01056,C1C2OC3C4NC13C4O2,9,-5.3089,-0.117,5.1947,1.4227,69.88,27.013
QM9_01057,C1CC1C1C2COC21,8,-6.245,2.1824,8.4274,1.5612,71.78,27.397
QM9_01058,CC(=NO)C1COC=N1,9,-6.8028,0.0707,6.8709,1.0838,71.94,31.484
QM9_01059,CC1C(O)CC2C(O)C12,9,-5.9457,1.4504,7.3933,3.0307,77.15,33.96
QM9_01060,CC12CC1C1C3CN1C32,9,-5.9647,2.5116,8.4763,1.4566,82.01,29.424
QM9_01061,OCC1COCC1=NO,9,-6.9008,-0.3129,6.5906,1.5292,71.21,32.601
QM9_01062,CCCNC(=O)OC=N,9,-7.1892,0.1633,7.3525,2.4198,77.46,35.24
QM9_01063,CC1(C2(C=O)CO2)CN1,9,-6.6287,-0.9932,5.6355,3.2561,72.27,33.131
QM9_01064,CCC(C)(O)C(=O)NC,9,-6.3103,0.9932,7.3035,2.5938,79.79,40.452
QM9_01065,C1=NCc2nocc2O1,9,-6.7457,-0.6776,6.0681,2.0588,64.31,23.741
QM9_01066,CC1(OCC=O)COC1,9,-6.9797,-0.9034,6.079,1.9698,72.35,34.043
QM9_01067,Cc1nc[nH]c(=O)c1N,9,-5.4314,-0.683,4.7457,1.3439,77.22,30.752
QM9_01068,CC1CC2CCC1C2=O,9,-6.1851,-0.1279,6.0545,2.8493,80.83,31.561
QM9_01069,CC(C)(C)OC(C)(C)C,9,-6.5471,1.9456,8.4927,0.9315,92.61,45.934
QM9_01070,CC1(C)CNC(=O)C1=O,9,-6.3022,-1.6762,4.6259,5.6591,72.67,33.269
QM9_01071,CC1=CC(=O)C(=O)C1O,9,-6.4818,-2.5388,3.9429,4.1968,70.97,30.827
QM9_01072,CCC1C2OC=NC12C,9,-6.4709,0.4762,6.9471,1.3545,78.5,33.125
QM9_01073,C#CC(CC=O)C(C)=O,9,-6.86,-0.9551,5.9049,3.7026,75.86,35.497
QM9_01074,CC12CC1C(CC=O)O2,9,-6.6015,-0.5606,6.0436,3.8346,77.13,33.132
QM9_01075,N#CCC#CC1CCO1,9,-7.0831,0.0898,7.1729,2.8404,78.26,30.788
QM9_01076,CC(O)CC1CCC1,8,-6.9906,1.9293,8.9199,1.3299,78.69,34.322
QM9_01077,O=C1C=C(CO)CC1=O,9,-6.2205,-2.3375,3.8831,6.8289,71.32,30.298
QM9_01078,CCC12CCOCC1O2,9,-6.7756,2.1633,8.9389,1.3181,78.06,33.203
QM9_01079,Cn1cc(N)cc1C#N,9,-5.4096,-0.4789,4.9307,5.0776,83.09,31.91
QM9_01080,CCC(=O)c1ccco1,9,-6.5226,-1.3198,5.2028,2.9896,79.13,30.668
QM9_01081,CC1(C)OC2C=CC1C2,9,-6.3403,0.2667,6.6069,1.3237,81.51,32.822
QM9_01082,C#CC1C=CC2CC12C,9,-6.2641,0.3891,6.6532,0.7578,85.82,33.354
QM9_01083,N#CC12CC1C1(CC1)C2,9,-7.1648,0.5333,7.7008,4.4159,82.87,30.807
QM9_01084,Nc1ccncc(=O)n1,9,-6.4001,-1.9728,4.4273,5.425,74.74,28.415
QM9_01085,CCC1N2CC1(O)C2C,9,-6.4382,1.9892,8.4301,1.5214,83.22,36.483
QM9_01086,CC(C)C(C)(O)C1CC1,9,-6.9661,2.0164,8.9825,1.3943,88.3,41.942
QM9_01087,CC12OC1C(=NO)C2O,9,-6.6886,-0.3075,6.3811,1.9396,70.05,32.57
QM9_01088,CC12C3CC1(O)C(=O)N32,9,-6.743,0.0354,6.7784,3.23,68.76,30.325
QM9_01089,O=C1OCCC12CC2,8,-7.1784,0.3728,7.5512,4.3145,64.53,26.06
QM9_01090,CC12OC3=NCC1C32,8,-5.8341,-1.3987,4.4355,3.9003,66.31,26.026
QM9_01091,N=c1occn1CCO,9,-5.0368,0.966,6.0028,2.9887,71.65,31.608
QM9_01092,Cc1nnn(C)c1C=O,9,-7.2709,-1.9728,5.2981,1.5133,75.34,30.438
QM9_01093,CN1C(CO)C1CCO,9,-5.9593,1.864,7.8233,1.5062,79.42,38.686
QM9_01094,CCNc1c[nH]c(C)c1,9,-4.5035,1.5456,6.0491,1.3758,88.98,36.552
QM9_01095,CC(C)N1CC1CCO,9,-6.0382,2.0327,8.0709,0.8384,87.22,40.057
QM9_01096,N#CC12C(=O)N3CC1C32,9,-7.4178,-0.8191,6.6015,4.9455,67.96,25.586
QM9_01097,CC12NC1C1OC12CO,9,-6.0273,1.4803,7.5076,3.2385,71.45,32.528
QM9_01098,CC1C=CC(O)C2CN12,9,-6.0926,0.3347,6.4273,1.963,80.58,33.252
QM9_01099,N=C1CC2COC2CO1,9,-6.8627,0.6748,7.5376,1.6361,72.48,28.553
QM9_01100,OC1C=C2C3C1C1C2N31,9,-5.728,-1.298,4.4327,2.3964,73.61,26.629
QM9_01101,Cn1c(O)ncnc1=N,9,-6.2532,-0.9905,5.2627,3.1623,71.09,28.345
QM9_01102,Cc1cn(C)cc1C#N,9,-6.177,-0.068,6.109,6.514,84.3,32.07
QM9_01103,Cc1coc(C2CC2)n1,9,-5.9675,0.3483,6.313,1.174,80.68,30.712
QM9_01104,CC12CC3C(O1)C32O,8,-6.1416,1.7769,7.9185,0.9698,63.91,27.881
QM9_01105,CC1CCCC12OC2C,9,-6.762,2.1361,8.8981,1.7199,85.28,36.022
QM9_01106,CCc1cn(C=O)cn1,9,-6.5389,-1.3279,5.211,3.0103,78.04,30.458
QM9_01107,C#Cc1cc(=N)nno1,9,-6.792,-2.3837,4.4082,2.2069,80.11,28.391
QM9_01108,N#CC12CC1N1CC2C1,9,-6.5933,0.732,7.3253,3.5907,76.74,27.334
QM9_01109,CC1(CO)C(=O)C2NC21,9,-6.626,-0.781,5.845,4.1184,72.12,32.821
QM9_01110,OC12CC3C1C1CC2N13,9,-5.9702,1.8232,7.7933,1.1264,73.66,27.424
QM9_01111,Cc1cc(C(=N)N)on1,9,-6.528,-1.0422,5.4858,1.2281,76.14,31.516
QM9_01112,CC1CC=CC1(C)O,8,-6.5797,0.6504,7.2273,1.2831,75.55,33.223
QM9_01113,N#CC12CC1N1CCC12,9,-6.4818,0.234,6.7158,4.3984,77.56,28.336
QM9_01114,CCC(C(C)O)C(C)O,9,-6.8573,1.8232,8.6777,0.3634,85.39,43.391
QM9_01115,CC12CC1C1(CO)CC21,9,-5.5538,1.8885,7.4423,1.6059,83.18,35.087
QM9_01116,O=C1CC2C3CC3N12,8,-6.528,-0.1823,6.3457,3.6525,64.01,24.141
QM9_01117,O=CC12CC(N1)C21CN1,9,-6.6831,-1.2681,5.4151,2.0247,73.95,29.581
QM9_01118,OCC#CC1(CO)CN1,9,-6.5743,0.5905,7.162,2.5436,78.59,35.214
QM9_01119,CC(CC1C[NH2+]1)C(=O)[O-],9,-6.5552,0.9823,7.5376,6.7593,75.67,33.982
QM9_01120,CCC1(C)CC2C1N2C,9,-6.1062,2.1089,8.2124,1.053,89.37,38.031
QM9_01121,CN1CC2(O)C3NC3C12,9,-5.3225,1.7932,7.1158,1.089,75.04,32.141
QM9_01122,Cn1nncnc1=N,8,-6.8192,-2.4926,4.3266,0.6145,64.44,24.087
QM9_01123,N=CN1C(=O)CCC1=O,9,-7.0287,-0.9197,6.109,2.6805,69.42,28.641
QM9_01124,CC1(CO)C2CCC1O2,9,-6.6777,1.8395,8.5172,1.3252,77.02,33.774
QM9_01125,Nc1cc(O)n[nH]c1=O,9,-5.6246,-0.8544,4.7674,2.0695,69.76,29.614
QM9_01126,OCC1N=COC12CC2,9,-6.5525,0.2857,6.8382,2.4154,72.18,30.889
QM9_01127,CN=c1occ(C#N)o1,9,-6.6096,-1.5973,5.0096,4.1031,71.68,27.982
QM9_01128,CCOC1=NCC2NC12,9,-6.5144,0.6748,7.1892,2.0567,77.9,31.337
QM9_01129,C#Cc1cc(=O)[nH]cn1,9,-6.6777,-1.8613,4.8164,2.1413,78.02,27.334
QM9_01130,CC1=NCC(=N)N1C=O,9,-6.8818,-0.8218,6.06,3.319,74.21,30.074
QM9_01131,CC12CC(=NO)C1C2,8,-6.1634,0.5061,6.6695,1.4832,73.82,29.969
QM9_01132,C#CC#CCC(C)C#C,9,-6.675,-0.4599,6.2124,0.4991,98.21,36.732
QM9_01133,C#CC(CC)C(C)C#N,9,-7.4342,0.8163,8.2478,4.1676,85.26,38.093
QM9_01134,C1=Cn2cncc2CC1,9,-5.9239,-0.3374,5.5865,3.6133,81.42,26.777
QM9_01135,C#CC1(C)CCCC1C,9,-6.8763,1.6517,8.528,0.7057,90.68,38.19
QM9_01136,COC(C)C(C#N)C=O,9,-7.3661,-1.2463,6.1198,4.4903,74.32,35.453
QM9_01137,N#Cc1nc(=O)cno1,9,-8.0001,-3.2082,4.7919,2.787,63.03,24.27
QM9_01138,C#CC12C3CC4C3N1C42,9,-6.2559,0.5524,6.8083,2.112,79.05,27.201
QM9_01139,CC1CN1C(=O)CO,8,-7.0015,0.0163,7.0178,4.1079,66.25,30.605
QM9_01140,CCc1cnc(NC)o1,9,-5.2191,0.9361,6.1525,1.8937,81.08,33.533
QM9_01141,C1=CC2C3CC=C(C1)C23,9,-5.6055,0.3891,5.9947,0.2708,85.53,27.975
QM9_01142,C#CC(O)(C#N)CCO,9,-7.4859,-0.4054,7.0777,3.6893,71.38,36.4
QM9_01143,CCOc1ncc(C)[nH]1,9,-5.2001,1.4531,6.6532,2.3113,80.57,33.719
QM9_01144,CNC(C#N)C1NC1C,9,-6.6722,0.8327,7.5049,2.7726,80.2,36.0
QM9_01145,COC1C(OC)C1(C)O,9,-6.2477,2.0327,8.2804,0.2386,76.5,38.78
QM9_01146,CC(O)CCOC(C)C,9,-6.6233,1.9674,8.5906,0.4703,87.2,42.597
QM9_01147,N#CC1N=C2NC3C2C13,9,-6.8954,-2.2259,4.6695,6.6629,71.61,26.101
QM9_01148,C#Cc1nnn(C)c1C,9,-6.2695,-0.1415,6.1307,5.0705,81.93,31.897
QM9_01149,OCC#CC12CN(C1)C2,9,-6.5144,0.4952,7.0097,2.8985,84.0,31.546
QM9_01150,CC1OCCCC1CO,9,-6.5498,2.0409,8.5906,2.0075,81.27,36.387
QM9_01151,O=C1C2C3OC4C1N2C34,9,-6.7267,-1.0585,5.6654,3.1077,63.23,23.223
QM9_01152,C#CC1OC(=O)C2NC12,9,-7.0369,-0.1714,6.8654,5.0655,67.71,27.97
QM9_01153,C#CC(O)CCCCO,9,-7.1729,0.8925,8.0627,0.3621,82.16,39.528
QM9_01154,Nc1cc(O)n(C=O)c1,9,-5.0722,-0.4762,4.596,4.4706,73.66,31.502
QM9_01155,CC(CC(N)=O)OC=N,9,-6.8464,0.5306,7.377,3.5565,74.65,36.603
QM9_01156,CCCc1ncc[nH]1,8,-5.8069,0.9959,6.8028,3.3909,74.46,29.152
QM9_01157,CC1C(CC#N)C2CC12,9,-7.3171,1.0803,8.3974,4.1167,82.24,33.192
QM9_01158,OC1COC12CC2O,8,-6.5117,1.4803,7.992,1.4181,60.9,29.183
QM9_01159,Cn1nnc2c[nH]cc21,9,-5.3198,-0.4435,4.8763,5.2097,75.85,27.158
QM9_01160,O=C1OC2C=CC1O2,8,-7.1512,-1.083,6.0681,3.6401,52.73,21.118
QM9_01161,CC1C2CC(=O)C(=O)C12,9,-6.2532,-2.215,4.0382,4.9793,72.76,30.468
QM9_01162,CC(O)C1C2C3OC2C31,9,-6.2695,1.8286,8.0981,2.6695,74.9,31.733
QM9_01163,C#CC12OC3CCC1C32,9,-6.0545,0.5578,6.6124,1.9914,79.48,29.185
QM9_01164,O=C1OC(CO)C1O,8,-7.4287,-0.3238,7.1076,2.2544,53.76,27.947
QM9_01165,NC(=[NH2+])c1cc(=O)[nH][cH-]1,9,-3.649,-1.2408,2.4109,9.819,88.77,33.331
QM9_01166,ON=C1CCC1,6,-6.5443,0.2014,6.7457,0.8763,53.48,21.872
QM9_01167,CCNCC(O)C#N,8,-7.045,0.5742,7.6192,5.8058,70.26,32.352
QM9_01168,N#CC1CC2CC=CC12,9,-6.8818,0.1823,7.0641,4.2976,80.69,28.963
QM9_01169,CC1OC12CCC2(C)C,9,-6.7974,2.2613,9.0614,1.6663,85.75,38.132
QM9_01170,OCC1CC=CC=CC1,9,-5.6736,-0.4871,5.1865,1.863,87.73,33.978
QM9_01171,OC1CC2C3OC1C23O,9,-6.3675,1.5347,7.9022,2.1318,66.29,29.61
QM9_01172,CC(=O)CCC=O,7,-6.8682,-0.6504,6.2178,3.4013,59.61,27.576
QM9_01173,CC1C=CCC1C1CC1,9,-6.3783,0.7946,7.1756,0.1352,90.37,34.875
QM9_01174,CC12CC3CC3(O)C1O2,9,-6.5879,2.1769,8.7648,1.5686,74.04,32.527
QM9_01175,CC1NC(=O)C2OCC12,9,-6.2641,0.332,6.596,5.2268,71.64,30.021
QM9_01176,N#CCc1cc(N)co1,9,-5.6246,0.1007,5.7253,4.1355,73.28,30.264
QM9_01177,CC1=C(CO)CCC1,8,-5.8205,1.083,6.9035,1.4342,78.87,32.406
QM9_01178,OCCC12COCC1N2,9,-6.6831,2.1089,8.7947,1.4645,74.58,32.661
QM9_01179,C#CC#Cc1cnno1,9,-7.0369,-2.3619,4.6749,4.0987,90.24,26.464
QM9_01180,COCC(O)CNC=O,9,-6.7294,0.9905,7.7199,4.0904,74.9,36.485
QM9_01181,CCC1C=CC(=NC)O1,9,-6.245,-0.781,5.464,3.4437,87.87,34.002
QM9_01182,Cc1occc1N,7,-5.0668,0.8517,5.9185,1.5904,60.29,25.193
QM9_01183,CC(C)C1(C=O)CC1C,9,-6.626,-0.3973,6.2287,3.0294,86.99,39.154
QM9_01184,CC1CCC12CN1CC12,9,-6.1634,2.0926,8.2559,1.7565,85.25,33.245
QM9_01185,COC1CC1(C#N)C#N,9,-7.6518,-0.381,7.2709,4.4705,72.25,31.634
QM9_01186,O=CC(O)C(C=O)CO,9,-6.996,-1.1374,5.8586,1.9215,65.73,34.506
QM9_01187,CC1OC1C(O)CO,8,-7.1049,1.4912,8.5988,1.3631,64.58,32.506
QM9_01188,C#CC(C#N)CCOC,9,-7.2273,0.3238,7.5512,3.1689,79.39,35.654
QM9_01189,CC(O)C1(C)COCO1,9,-7.075,2.0926,9.1675,2.0368,73.61,35.801
QM9_01190,O=CC#CC1NCC1O,9,-6.9008,-1.7306,5.1702,4.5627,78.7,31.718
QM9_01191,OC1C2C3N2C2C1C32O,9,-6.1579,1.7769,7.9348,1.8729,65.92,28.5
QM9_01192,CC(=O)C1CC2(C)CC12,9,-6.196,-0.1959,6.0028,2.724,83.33,35.296
QM9_01193,CN=c1nccc(F)o1,9,-6.3403,-1.6871,4.6559,3.0452,71.7,28.313
QM9_01194,N#CC12CNC1C2,7,-6.4954,0.3646,6.8573,3.4012,59.48,22.294
QM9_01195,O=C[CH-]C(=O)C1CC[NH2+]1,9,-6.0872,-0.9034,5.1838,7.1553,81.27,31.433
QM9_01196,CC1CC(C)(C=O)C1,8,-6.6505,-0.4408,6.2096,2.8647,75.85,33.052
QM9_01197,CCC1C2CC1(C=O)O2,9,-6.7729,-1.1048,5.6681,2.3204,76.78,32.787
QM9_01198,CC1(C=O)COCOC1,9,-6.6613,-0.6667,5.9947,2.9119,71.12,32.432
QM9_01199,CC1(C=O)CC2CN21,8,-6.6314,-0.6721,5.9593,2.7527,68.09,28.758
QM9_01200,CC(C)C(O)C#CC=O,9,-7.358,-1.796,5.562,3.0065,84.4,37.566
QM9_01201,O=C1C=CNC2CC2C1,9,-5.6409,-0.6966,4.9443,5.4788,80.44,30.149
QM9_01202,Cc1onc2c1CC=C2,9,-6.4872,-0.7157,5.7715,3.8429,78.35,27.793
QM9_01203,OC12COC34CN(C13)C24,9,-6.6532,1.4041,8.0573,0.5661,67.35,27.153
QM9_01204,C#CC(C=O)C(C)OC,9,-6.7076,-0.664,6.0409,3.6117,79.55,37.466
QM9_01205,CCN(C)C(C)C#N,8,-6.3321,0.8953,7.2273,4.1025,76.55,34.642
QM9_01206,CN1C=C2COC2C1=O,9,-5.9049,-0.849,5.0532,3.9788,73.81,28.563
QM9_01207,CN=C1C(=O)CCN1C,9,-5.7879,-1.4939,4.294,3.3524,82.98,33.658
QM9_01208,CC12CC1C1C(O)C12C,9,-5.3579,2.0898,7.4478,1.3168,82.63,35.904
QM9_01209,c1noc2onnc12,8,-7.0641,-2.8572,4.2042,4.2995,58.46,21.191
QM9_01210,C1OCC2=C1C1CC2O1,9,-6.0219,0.1252,6.1471,1.7774,72.9,26.393
QM9_01211,NC1=NCC23CCC12O3,9,-6.1715,0.4708,6.645,2.1616,73.07,29.374
QM9_01212,CC12COCC1N1CC12,9,-6.2641,2.1742,8.4355,1.566,77.02,30.711
QM9_01213,COC12CC1C=CC2C,9,-6.1498,0.517,6.6668,1.0437,83.3,34.442
QM9_01214,CC1(C#N)CC2OC21C,9,-7.3117,0.7565,8.0709,2.4124,75.8,33.413
QM9_01215,C#CC#CC(O)CCO,9,-6.7702,-0.6776,6.0926,0.7319,87.72,36.971
QM9_01216,N#CC#CCC1CO1,8,-7.6954,-1.1565,6.5389,6.0138,72.52,26.563
QM9_01217,C#CC(C)c1ncco1,9,-6.6015,0.0163,6.6178,1.1082,75.74,30.766
QM9_01218,CCOC12CNC1C2O,9,-6.1062,1.8123,7.9185,1.8608,75.65,34.356
QM9_01219,OC12C3CCC1C2C3,8,-6.4219,2.0681,8.4872,1.3291,70.02,27.194
QM9_01220,CC1CC2=CC(=O)CC21,9,-6.3022,-1.0014,5.3008,4.2407,83.36,31.096
QM9_01221,CC1(O)CC(=NO)C1,8,-6.5743,0.2122,6.7865,1.7196,68.69,32.203
QM9_01222,CN(C=O)c1cnno1,9,-6.8627,-1.3089,5.5538,1.4345,68.47,28.593
QM9_01223,CC(=O)C(C)CC(C)C,9,-6.4627,-0.2095,6.2532,2.5133,89.58,42.279
QM9_01224,O=COC(CO)CCO,9,-7.3362,-0.117,7.2192,2.0708,69.55,36.105
QM9_01225,CC1(C)OC(=N)C1N,8,-6.6613,0.6449,7.3063,1.8086,69.28,32.55
QM9_01226,CCC1(CC(C)=O)CO1,9,-6.5988,-0.4,6.1988,2.2946,78.71,36.947
QM9_01227,CN=C(NC=O)C(N)=O,9,-6.6505,-1.2817,5.3715,2.1029,72.79,32.813
QM9_01228,CC#Cc1cc[nH]c1,8,-5.3008,0.664,5.9647,2.0201,81.09,27.981
QM9_01229,CCC(C)(C#N)CC#N,9,-8.8764,0.3157,9.1947,5.9096,79.56,36.476
QM9_01230,CC1=NC(C)C2CC2O1,9,-6.4872,0.868,7.3525,1.5356,80.36,33.046
QM9_01231,OCC1(C2COC2)CO1,9,-6.7974,1.8449,8.6423,1.8224,70.3,32.188
QM9_01232,CC(=O)CCC1CC1C,9,-6.5253,-0.1823,6.343,2.504,87.14,38.605
QM9_01233,C#CC1CC=CN1C=O,9,-5.9103,-0.1742,5.7362,3.7408,79.47,30.618
QM9_01234,CCC1(C)C(=O)C2NC21,9,-6.3022,-0.4735,5.8287,3.5299,79.09,34.67
QM9_01235,CCN1C2C3CC(O3)C21,9,-5.8858,2.2068,8.0927,2.6526,79.54,30.64
QM9_01236,C1C2CN3C1C23,6,-6.4192,2.5415,8.9634,1.7558,52.12,17.203
QM9_01237,O=CC1=CC(=O)C2OC12,9,-7.1131,-3.1973,3.913,1.5491,67.37,26.368
QM9_01238,N#Cc1ocnc1C=O,9,-7.6464,-2.8191,4.8273,3.0425,67.5,24.807
QM9_01239,CN(C=O)C(C#N)CN,9,-7.0967,0.1497,7.2464,4.0056,74.25,35.156
QM9_01240,N#CC(N)C1(N)COC1,9,-7.0314,0.4844,7.5131,3.6712,71.38,34.072
QM9_01241,NC(=O)CC(O)CO,8,-6.4301,0.898,7.328,3.9023,61.06,33.095
QM9_01242,Cc1c[nH]c2onnc12,9,-5.3552,-1.796,3.5592,4.2638,78.05,29.652
QM9_01243,C#CC1(O)CNC1C#N,9,-6.9797,-0.098,6.879,4.5866,72.15,32.358
QM9_01244,C1CC2CC23CC(C3)O1,9,-6.4872,2.2858,8.7702,1.064,82.23,30.493
QM9_01245,CC(=O)C1(C)CNC1=O,9,-6.6532,-0.6259,6.0273,2.5156,73.01,34.251
QM9_01246,COC12COC(=N)C1C2,9,-6.9117,0.6585,7.5702,3.8036,74.27,31.201
QM9_01247,CC(=O)CC(=O)C1CC1,9,-6.5933,-0.6558,5.9375,3.5888,78.42,34.57
QM9_01248,CC1C2C(=O)C3(CN3)C12,9,-6.2913,-0.3918,5.8967,4.5815,78.64,31.403
QM9_01249,O=CCCOC1CCC1,9,-6.8954,-0.683,6.2096,2.8474,81.43,34.457
QM9_01250,CC12CCC(O)CN1C2,9,-5.8777,1.9701,7.8505,2.3241,81.88,35.11
